Restaurant_ID,City,Cuisine_Type,Average_Meal_Price,Seating_Capacity,Years_in_Business,Google_Rating,Social_Media_Followers,Weekend_Reservations,Staff_Count,Delivery_Service,Marketing_Budget,Health_Inspection_Score,Annual_Revenue,Success_Label
R0941,Los Angeles,Chinese,15,115,20,2.9,1481,127,46,Yes,4309,77,1105752,0
R0942,San Francisco,Vegan,21,67,15,2.5,8254,211,45,Yes,11103,58,1976318,0
R0943,Chicago,Chinese,11,89,9,3.6,34335,200,40,No,2607,93,1875229,0
R0944,Chicago,Mexican,16,119,20,2.7,13539,190,27,Yes,12245,71,1556610,1
R0945,Chicago,Vegan,25,78,10,4.2,19222,87,17,No,9965,57,563611,1
R0946,Chicago,Indian,12,21,12,3.1,24056,84,29,Yes,1059,98,1248324,0
R0947,Los Angeles,Italian,12,84,21,4.9,17364,290,6,No,8808,91,1143753,1
R0948,Houston,Mexican,36,102,23,4.7,44874,30,6,Yes,15750,76,1582088,1
R0949,San Francisco,Mexican,49,29,20,3.2,3249,180,20,Yes,13755,88,1209199,0
R0950,New York,Japanese,47,72,1,4.5,24760,24,13,Yes,3546,68,1623861,0
R0951,Houston,Chinese,42,98,25,4.5,40760,220,32,No,14356,74,502546,1
R0952,Chicago,Mexican,37,78,20,5.0,20628,57,17,Yes,16927,87,1011273,1
R0953,Houston,Mexican,10,67,9,4.0,49004,95,39,Yes,1008,70,546184,0
R0954,San Francisco,Indian,17,142,22,2.7,1268,158,45,Yes,6607,73,1084549,0
R0955,New York,Indian,46,41,15,4.1,45224,197,17,Yes,13976,73,694467,1
R0956,New York,Vegan,41,119,1,4.1,35997,160,35,Yes,3939,68,297439,0
R0957,San Francisco,American,46,117,12,4.1,15132,150,25,No,13636,99,1046157,1
R0958,San Francisco,American,13,44,3,3.3,35394,78,36,Yes,14667,96,694691,1
R0959,Chicago,Italian,39,47,11,4.6,43927,269,38,Yes,17800,51,145287,1
R0960,New York,American,15,132,2,4.9,3616,18,12,Yes,17682,63,1218150,0
R0961,Houston,Japanese,28,64,16,3.0,19851,130,45,Yes,5471,81,830751,1
R0962,Los Angeles,Italian,41,87,9,2.7,30473,110,6,Yes,18644,91,1220085,1
R0963,Los Angeles,Vegan,18,26,15,3.0,30370,158,42,Yes,16383,81,1446167,1
R0964,San Francisco,Indian,21,68,12,4.6,10486,155,36,Yes,1318,77,1994530,1
R0965,Chicago,American,20,102,1,4.2,36423,252,44,Yes,10860,97,1547757,1
R0966,Los Angeles,Chinese,25,148,13,4.1,48880,250,32,No,12427,88,1441864,1
R0967,New York,Indian,10,92,14,3.5,14257,52,41,Yes,16523,89,1871369,1
R0968,San Francisco,Japanese,30,65,25,3.9,37979,104,45,Yes,3565,91,1291165,0
R0969,Houston,Indian,39,125,25,3.3,39620,235,5,No,3759,96,1977701,0
R0970,San Francisco,Japanese,22,51,8,3.7,49697,15,45,No,17790,89,406459,1
R0971,Houston,Japanese,43,25,8,4.5,39232,223,14,Yes,12800,62,538720,1
R0972,San Francisco,Japanese,13,93,27,5.0,3726,215,8,Yes,1102,61,1912395,1
R0973,San Francisco,Vegan,37,133,12,4.8,20500,76,39,No,4795,57,1102666,0
R0974,San Francisco,Japanese,47,46,1,4.8,36743,109,14,Yes,10483,64,1516737,1
R0975,Houston,Japanese,40,73,11,3.5,38365,21,15,Yes,4027,75,1925247,0
R0976,Houston,Chinese,36,104,8,3.7,16079,246,18,Yes,2311,61,53743,0
R0977,San Francisco,Italian,14,146,10,4.3,11629,267,42,Yes,12603,92,1129500,1
R0978,Los Angeles,Mexican,34,130,19,4.8,16745,144,16,Yes,9532,95,1239844,1
R0979,Chicago,Italian,12,34,11,2.9,26524,231,49,No,13377,76,1976823,1
R0980,Chicago,Japanese,42,112,7,3.3,13482,165,21,Yes,8463,67,1728176,1
R0981,Chicago,Chinese,13,142,11,2.8,4125,151,20,Yes,15724,94,1429580,0
R0982,Houston,Indian,34,92,17,4.0,43326,167,39,Yes,9416,85,1008904,1
R0983,Houston,Chinese,29,111,1,3.3,13944,271,6,Yes,7266,98,790537,1
R0984,Los Angeles,Japanese,43,36,26,3.3,4275,292,15,No,17686,76,1846954,0
R0985,Chicago,Chinese,35,62,29,2.7,30619,238,45,Yes,19466,58,279602,1
R0986,Chicago,American,14,140,21,3.4,9274,289,7,No,2165,88,1441119,0
R0987,San Francisco,Chinese,44,60,21,4.7,3543,299,33,Yes,16432,50,885227,1
R0988,Houston,Japanese,37,58,8,3.1,21495,177,22,Yes,7475,56,887985,1
R0989,Chicago,Vegan,38,132,23,4.2,10825,56,24,No,3052,75,1607504,0
R0990,Los Angeles,American,18,130,24,4.1,33561,212,18,Yes,13719,56,1202552,1
R0991,Los Angeles,Chinese,47,66,6,4.7,41215,223,38,Yes,14774,56,205183,1
R0992,Chicago,Mexican,15,82,22,2.8,44648,255,35,No,13112,57,1736430,1
R0993,Houston,Mexican,28,129,18,4.9,31451,33,44,Yes,3308,65,1356019,0
R0994,Los Angeles,Chinese,20,88,6,4.0,18296,283,46,No,11590,52,1742832,1
R0995,San Francisco,Vegan,11,62,5,5.0,46709,53,22,No,12760,94,111600,1
R0996,Los Angeles,Indian,18,53,13,4.8,14354,165,34,Yes,15795,59,624310,1
R0997,New York,Japanese,30,59,19,3.1,14121,208,29,Yes,15337,99,1757135,1
R0998,New York,Mexican,33,80,22,2.6,46236,171,23,Yes,15169,56,887329,1
R0999,Houston,Indian,43,81,8,3.1,5824,243,12,Yes,11023,70,874470,0
R1000,Chicago,Chinese,31,77,9,3.8,28790,172,32,No,13262,86,173323,1
